age,income,assets,credit_score,debt_to_income_ratio,existing_loan,criminal_record,credit_tier,high_debt,asset_income_ratio,age_group,income_per_age,payment_capacity,credit_utilization_proxy
50.0,110092.0,869352.0,635.6217226513281,0.51,0,1,1,1,7.8965238480194015,2,2158.6666666666665,4495.423333333333,0.0
56.0,172068.0,193395.0,541.0,0.1304076553764315,0,0,0,0,1.123938652517304,2,3018.7368421052633,12469.084629557348,0.0
42.0,39648.0,507888.0,717.0,0.44,1,1,2,1,12.809604277535373,1,922.046511627907,1850.24,5.044136191677175e-05
23.0,142716.0,1055498.0,640.2535514270745,0.57,1,0,1,1,7.395741222138918,0,5946.5,5113.990000000001,1.4013649294412759e-05
42.0,152468.0,370255.0,537.0,0.57,1,1,0,1,2.4283952803520714,1,3545.767441860465,5463.436666666667,1.3117334557617892e-05
61.0,117194.0,484153.0,820.0,0.1755284482148355,1,0,4,0,4.131174538162891,3,1890.225806451613,8051.926586659214,1.7065428854227107e-05
65.0,85863.0,538425.0,515.0,0.34,0,0,0,0,6.270672225845523,3,1300.9545454545455,4722.464999999999,0.0
21.0,78254.0,417395.0,850.0,0.34,1,1,4,0,5.333780589099738,0,3557.0,4303.969999999999,2.5557145777959517e-05
50.0,130813.0,474235.0,835.0,0.2,1,0,4,0,3.6252618221291297,2,2564.9607843137255,8720.866666666667,1.528876657875626e-05
47.0,94195.0,949379.0,583.0,0.53,1,1,1,1,10.078761306212577,2,1962.3958333333333,3689.3041666666663,2.1232098686794697e-05
49.0,65591.0,840332.0,691.0,0.23,0,0,2,0,12.811501402610075,2,1311.82,4208.755833333334,0.0
30.0,46959.0,449206.0,673.9344727745639,0.38,0,0,2,0,9.565715502555367,0,1514.8064516129032,2426.2149999999997,0.0
25.0,55548.0,462669.0,747.0,0.42,0,1,3,1,8.329024824929341,0,2136.4615384615386,2684.82,0.0
53.0,50128.0,506225.0,850.0,0.32,0,0,4,0,10.098446009296016,2,928.2962962962963,2840.586666666666,0.0
47.0,125213.0,814531.0,581.0,0.53,1,0,1,1,6.505111249540787,2,2608.6041666666665,4904.175833333333,1.5972527253124626e-05
41.0,83813.0,814815.0,782.0,0.16,0,0,3,0,9.721705204381129,1,1995.547619047619,5866.91,0.0
38.0,78329.0,561784.0,494.0,0.34,0,1,0,0,7.172015830460871,1,2008.4358974358975,4308.094999999999,0.0
30.0,101402.0,362916.0,475.0,0.26,1,1,0,0,3.5789473684210527,0,3271.032258064516,6253.123333333333,1.972308784663327e-05
55.0,39008.0,578429.0,736.0,0.56,1,1,2,1,14.828090953369735,2,696.5714285714286,1430.293333333333,5.126890540886952e-05
50.0,127652.0,824361.0,847.0,0.32,1,0,4,0,6.457827078094522,2,2502.9803921568628,7233.613333333332,1.5667350807651934e-05
29.0,43273.0,297834.0,591.0,0.44,1,1,1,1,6.882516060452003,0,1442.4333333333334,2019.4066666666668,4.6216060080878104e-05
26.0,72995.0,673495.0,679.0354826794819,0.11,1,0,2,0,9.226464463806236,0,2703.5185185185187,5413.795833333334,2.7398386235050755e-05
55.0,154030.0,740622.0,734.0,0.0510038622346386,1,0,2,0,4.808265868558927,2,2750.535714285714,12181.156258333218,1.2984314947543368e-05
43.0,112858.0,725554.0,850.0,0.38,1,0,4,0,6.428853702407428,1,2564.9545454545455,5830.996666666667,1.77210703526493e-05
29.0,33230.0,991284.0,687.6350260844382,0.38,0,1,2,0,29.83009840209443,0,1107.6666666666667,1716.8833333333332,0.0
55.0,123291.0,345335.0,774.0,0.1753130542950704,1,0,3,0,2.800952211011258,2,2201.625,8473.039851908872,1.62215210920328e-05
49.0,117968.0,759135.0,733.0,0.22,0,1,2,0,6.435038018462477,2,2359.36,7667.920000000001,0.0
46.0,103767.0,460068.0,844.0,0.21,0,1,4,0,4.433621154883972,2,2207.808510638298,6831.3275,0.0
28.0,66311.0,904445.0,850.0,0.49,1,1,4,1,13.63923573410544,0,2286.5862068965516,2818.2175,3.015999879360005e-05
31.0,60547.0,1062529.0,653.0076243885287,0.13,1,0,1,0,17.548540001321264,1,1892.09375,4389.6575,3.30310987795009e-05
56.0,56940.0,657403.0,504.0,0.2240343225486666,1,0,0,0,11.545336400835954,2,998.9473684210526,3681.9571395065773,3.5123458958238204e-05
25.0,111130.0,573895.0,803.8512521493606,0.26,1,1,4,0,5.164130620618909,0,4274.2307692307695,6853.016666666666,1.799661663607242e-05
48.0,87036.0,533039.0,850.0,0.25,1,0,4,0,6.124280478417225,2,1776.2448979591836,5439.75,2.29784691743836e-05
33.0,74541.0,912780.0,701.0,0.23,0,0,2,0,12.2451772155295,1,2192.3823529411766,4783.0475,0.0
54.0,131740.0,427235.0,771.0,0.34,1,1,3,0,3.242991931137611,2,2395.2727272727275,7245.7,1.5181187472484098e-05
44.0,101242.0,687372.0,850.0,0.29,0,1,4,0,6.789328644943354,1,2249.822222222222,5990.151666666666,0.0
24.0,104408.0,377840.0,703.6644517702392,0.17,0,0,2,0,3.6188451187158197,0,4176.32,7221.553333333333,0.0
42.0,121590.0,158100.0,581.0,0.57,0,0,1,1,1.3002607100854504,1,2827.6744186046512,4356.975,0.0
48.0,44432.0,763040.0,689.5898284805739,0.26,1,0,2,0,17.17282200166543,2,906.7755102040817,2739.9733333333334,4.501057748570914e-05
40.0,50872.0,67110.0,824.0,0.24,0,1,4,0,1.3191673382737406,1,1240.780487804878,3221.8933333333334,0.0
54.0,82227.0,297819.0,553.0,0.2052329757873536,0,0,0,0,3.6218684632971736,2,1495.0363636363636,5445.942341661105,0.0
27.0,111685.0,115131.0,809.5146249892689,0.4,0,0,4,0,1.0308454058700285,0,3988.75,5584.25,0.0
23.0,89602.0,200502.0,609.9201002793868,0.26,0,1,1,0,2.2376706137071305,0,3733.4166666666665,5525.456666666666,0.0
52.0,34801.0,300958.0,714.0,0.54,1,0,2,1,8.647721395322108,2,656.622641509434,1334.0383333333332,5.746631037554234e-05
46.0,76412.0,526614.0,494.0,0.28,1,1,0,0,6.891680734953477,2,1625.787234042553,4584.72,2.617321433245217e-05
59.0,117724.0,340332.0,688.4388814833158,0.34,0,0,2,0,2.8909067742620516,2,1962.0666666666666,6474.82,0.0
25.0,40407.0,848525.0,776.0,0.49,1,0,3,1,20.99893585428628,0,1554.1153846153845,1717.2975,4.94939246207528e-05
20.0,61755.0,274514.0,760.0,0.29,1,0,3,0,4.4451389338687735,0,2940.714285714286,3653.8374999999996,3.23849927943391e-05
59.0,53407.0,477892.0,695.5572061852647,0.1585800869232638,1,0,2,0,8.947947872977831,2,890.1166666666667,3744.809441474104,3.744687224999532e-05
61.0,74111.0,194124.0,809.0,0.1831834903751368,0,1,4,0,2.619332901554404,3,1195.3387096774193,5044.590695400687,0.0
45.0,128927.0,864267.0,703.0,0.44,1,0,2,1,6.703485666418466,1,2802.7608695652175,6016.593333333334,1.5512413809150774e-05
23.0,103272.0,132250.0,519.3921264380555,0.35,0,1,0,0,1.2805864069020945,0,4303.0,5593.900000000001,0.0
23.0,69585.0,451972.0,672.6489958464354,0.34,1,1,2,0,6.495157071824792,0,2899.375,3827.1749999999993,2.8741000474226508e-05
43.0,92078.0,537339.0,736.0,0.41,0,0,2,1,5.835630274003845,1,2092.681818181818,4527.168333333334,0.0
55.0,101577.0,402722.0,691.3317212704947,0.54,1,0,2,1,3.964657701470791,2,1813.875,3893.785,1.968910896937359e-05
22.0,116475.0,462783.0,587.1568564593176,0.51,0,0,1,1,3.973204780383942,0,5064.130434782609,4756.0625,0.0
27.0,59866.0,673363.0,673.6589606823303,0.41,1,0,2,1,11.24764895518399,0,2138.0714285714284,2943.411666666667,3.340682835571591e-05
44.0,86316.0,327752.0,710.0,0.62,1,1,2,1,3.797073577626655,1,1918.1333333333334,2733.34,2.3170138325725806e-05
45.0,59914.0,717993.0,636.0752337172486,0.55,0,0,1,1,11.983526662772261,1,1302.4782608695652,2246.7749999999996,0.0
48.0,106731.0,156005.0,718.0,0.53,1,0,2,1,1.4616516133868005,2,2178.183673469388,4180.2975,1.8738347090403154e-05
34.0,114674.0,212426.0,821.0,0.12,1,1,4,0,1.8524177022018748,1,3276.4,8409.426666666666,1.7440440894345808e-05
21.0,107848.0,415295.0,506.9351700625629,0.21,1,0,0,0,3.850707934241393,0,4902.181818181818,7099.993333333333,1.8544274455261937e-05
35.0,38051.0,340263.0,801.0,0.37,0,0,4,0,8.94205298013245,1,1056.9722222222222,1997.6775,0.0
40.0,123152.0,565127.0,850.0,0.31,0,0,4,0,4.588820410383832,1,3003.7073170731705,7081.239999999999,0.0
21.0,47689.0,95187.0,572.0,0.26,1,0,0,0,1.9959530299853219,0,2167.681818181818,2940.8216666666667,4.193663374640918e-05
50.0,134659.0,130652.0,743.0,0.46,1,1,3,1,0.9702361503044705,2,2640.372549019608,6059.655,1.4852110113544382e-05
59.0,72347.0,305142.0,643.5312877342865,0.4,1,1,1,0,4.217697793995687,2,1205.7833333333333,3617.35,2.7643782222283653e-05
48.0,113137.0,663012.0,725.0,0.05,1,0,2,0,5.860206119959695,2,2308.918367346939,8956.679166666667,1.7677370314392032e-05
33.0,65004.0,52042.0,793.0,0.23,0,1,3,0,0.8005845704176602,1,1911.8823529411766,4171.09,0.0
28.0,140227.0,555376.0,558.2007441186482,0.32,0,1,0,0,3.9605214365176713,0,4835.413793103448,7946.196666666666,0.0
55.0,91307.0,750796.0,731.0,0.42,0,1,2,1,8.222674902527709,2,1630.482142857143,4413.171666666667,0.0
56.0,149539.0,496061.0,555.0,0.2083559294177112,1,1,0,0,3.31724622174669,2,2623.4912280701756,9865.138555900407,1.3374258564540829e-05
45.0,59845.0,69785.0,591.0,0.05,1,0,1,0,1.1660762624068441,1,1300.9782608695652,4737.729166666667,3.341855063745885e-05
24.0,141166.0,244033.0,744.7869872943063,0.48,1,1,3,1,1.7286830491545475,0,5646.64,6117.193333333334,1.4167516717669727e-05
61.0,59227.0,627979.0,726.0,0.0954605822498125,0,0,2,0,10.602738569595461,3,955.2741935483871,4464.429674590863,0.0
41.0,69962.0,43135.0,636.0,0.54,1,1,1,1,0.6165401712333662,1,1665.7619047619048,2681.8766666666666,2.8586130009719286e-05
61.0,85709.0,471835.0,754.0,0.28,1,1,3,0,5.505016917512542,3,1382.4032258064517,5142.54,2.3334227812066128e-05
38.0,100983.0,253767.0,739.0,0.26,1,0,2,0,2.5129426443793075,1,2589.3076923076924,6227.285,1.9804921522998465e-05
39.0,96614.0,913773.0,849.0,0.5,0,1,4,1,9.457879211302593,1,2415.35,4025.5833333333335,0.0
56.0,140121.0,676486.0,744.0,0.0931262445324753,1,0,3,0,4.827835743138123,2,2458.2631578947367,10589.338124155418,1.4273174282594577e-05
20.0,112701.0,605338.0,538.4320343828115,0.07,0,1,0,0,5.371138045465032,0,5366.714285714285,8734.3275,0.0
44.0,107026.0,208828.0,767.0,0.27,0,0,3,0,1.951171199790707,1,2378.3555555555554,6510.748333333333,0.0
45.0,124631.0,634737.0,850.0,0.02,1,0,4,0,5.09288946658964,1,2709.3695652173915,10178.198333333334,1.6047114327666028e-05
58.0,131040.0,1009797.0,802.0,0.4,0,0,4,0,7.70596225608779,2,2221.0169491525426,6552.0,0.0
27.0,49353.0,726564.0,821.0,0.18,0,1,4,0,14.721481541516392,0,1762.607142857143,3372.4550000000004,0.0
50.0,92223.0,586847.0,663.8019344269572,0.39,0,0,1,0,6.363278539208883,2,1808.2941176470588,4688.0025,0.0
42.0,76274.0,546177.0,556.0,0.35,0,1,0,0,7.16062930186824,1,1773.8139534883721,4131.508333333333,0.0
66.0,83106.0,534672.0,850.0,0.37,1,0,4,0,6.433537487816911,3,1240.3880597014925,4363.065,2.4065071954565144e-05
28.0,147977.0,52733.0,850.0,0.37,0,1,4,0,0.356357026044412,0,5102.6551724137935,7768.7925,0.0
32.0,113948.0,499064.0,812.0,0.16,1,0,4,0,4.379713731581672,1,3452.969696969697,7976.36,1.755155770074594e-05
46.0,160470.0,42241.0,850.0,0.09,0,0,4,0,0.2632313626761222,2,3414.255319148936,12168.975,0.0
51.0,83554.0,131001.0,834.0,0.185545159924419,1,1,4,0,1.567841541499611,2,1606.8076923076924,5670.913308972925,2.3936042893388866e-05
36.0,59537.0,601734.0,850.0,0.34,0,0,4,0,10.106721757533004,1,1609.1081081081081,3274.535,0.0
42.0,114330.0,566150.0,617.0075870700937,0.33,1,0,1,0,4.951850329307012,1,2658.8372093023254,6383.424999999999,1.7492915369275442e-05
38.0,140674.0,588735.0,634.0260087874822,0.15,0,1,1,0,4.185071974409099,1,3607.025641025641,9964.408333333333,0.0
40.0,148040.0,237700.0,794.0,0.39,0,0,3,0,1.605636276436933,1,3610.731707317073,7525.366666666666,0.0
37.0,136878.0,499039.0,771.0,0.25,0,1,3,0,3.645840486853352,1,3602.0526315789475,8554.875,0.0
50.0,117964.0,89127.0,520.0,0.17,0,0,0,0,0.7555376594752681,2,2313.0196078431372,8159.176666666666,0.0
63.0,79811.0,330092.0,678.8101306529844,0.51,1,0,2,1,4.135869292838169,3,1247.046875,3258.9491666666668,2.5058574417701375e-05
30.0,50839.0,617787.0,840.0,0.27,1,0,4,0,12.151593233674273,0,1639.967741935484,3092.7058333333334,3.933832930115458e-05
45.0,56564.0,422348.0,802.0,0.41,0,0,4,1,7.466595951560152,1,1229.6521739130435,2781.0633333333335,0.0
25.0,118472.0,666967.0,850.0,0.12,0,1,4,0,5.629696217703612,0,4556.615384615385,8687.946666666667,0.0
59.0,53144.0,143885.0,829.0,0.1039084858741516,1,0,4,0,2.707404271333145,2,885.7333333333333,3968.490618892007,3.763218304293832e-05
45.0,61550.0,104963.0,788.0,0.53,1,0,3,1,1.705301294861172,1,1338.0434782608695,2410.7083333333335,3.249285157265401e-05
35.0,133243.0,314718.0,842.0,0.43,0,0,4,1,2.361967518237219,1,3701.1944444444443,6329.0425000000005,0.0
25.0,152139.0,293977.0,779.0131878102599,0.24,0,1,3,0,1.9322794794268436,0,5851.5,9635.47,0.0
20.0,135274.0,439616.0,850.0,0.3,0,1,4,0,3.2497948623175015,0,6441.619047619048,7890.983333333333,0.0
64.0,81421.0,964762.0,850.0,0.44,0,1,4,1,11.848910613839012,3,1252.6307692307691,3799.646666666667,0.0
58.0,164735.0,184940.0,585.0,0.31,0,0,1,0,1.1226447163947164,2,2792.1186440677966,9472.262499999999,0.0
59.0,158093.0,91599.0,688.0,0.41,1,0,2,1,0.5793958024972484,2,2634.883333333333,7772.905833333334,1.265062146177931e-05
41.0,81565.0,166260.0,850.0,0.5,1,1,4,1,2.0383493122134224,1,1942.0238095238096,3398.5416666666665,2.4519719984797774e-05
56.0,116487.0,457588.0,517.0,0.3,1,1,0,0,3.928198612732642,2,2043.6315789473683,6795.075,1.7169003081836054e-05
49.0,125379.0,318682.0,621.2361262571958,0.32,0,1,1,0,2.541729143404052,2,2507.58,7104.809999999999,0.0
45.0,118466.0,213468.0,763.0,0.22,1,1,3,0,1.8019195218921724,1,2575.3478260869565,7700.29,1.688219603606037e-05
29.0,106243.0,839619.0,793.3127369992571,0.09,0,0,3,0,7.902742743119611,0,3541.4333333333334,8056.760833333334,0.0
59.0,102481.0,257567.0,724.0,0.2079558295156249,1,0,2,0,2.513290138756074,2,1708.0166666666667,6764.123219617436,1.9515431827717768e-05
61.0,124145.0,497549.0,483.0,0.55,1,1,0,1,4.00777310585923,3,2002.3387096774193,4655.437499999999,1.610993419091883e-05
41.0,120026.0,206247.0,712.0,0.3,0,0,2,0,1.7183383738658802,1,2857.7619047619046,7001.516666666666,0.0
37.0,66689.0,699900.0,799.0,0.21,1,1,3,0,10.494826810616285,1,1754.9736842105262,4390.359166666667,2.9989053995291718e-05
47.0,29598.0,668147.0,826.0,0.25,0,0,4,0,22.573296395148486,2,616.625,1849.875,0.0
43.0,136390.0,858340.0,748.0,0.54,1,0,3,1,6.293230491747989,1,3099.7727272727275,5228.283333333333,1.466361663440671e-05
37.0,150407.0,439147.0,776.0,0.16,0,0,3,0,2.919705068879315,1,3958.0789473684213,10528.49,0.0
37.0,58593.0,968441.0,684.0,0.38,0,1,2,0,16.527989213912686,1,1541.921052631579,3027.305,0.0
50.0,57441.0,171890.0,551.0,0.49,1,1,0,1,2.992409735037081,2,1126.2941176470588,2441.2425,3.481712306112146e-05
41.0,99490.0,251339.0,732.0,0.43,1,1,2,1,2.5262486054014937,1,2368.809523809524,4725.775000000001,2.0102118763317653e-05
55.0,51860.0,638577.0,693.0,0.5,0,1,2,1,12.313241163880372,2,926.0714285714286,2160.8333333333335,0.0
45.0,39394.0,427360.0,634.1721743406592,0.36,1,1,1,0,10.848077167153193,1,856.3913043478261,2101.0133333333333,5.076657528683115e-05
28.0,49222.0,901761.0,683.6148071805854,0.11,0,1,2,0,18.319911423521525,0,1697.3103448275863,3650.6316666666667,0.0
44.0,104968.0,695290.0,682.0,0.26,1,0,2,0,6.623765111604379,1,2332.6222222222223,6473.026666666666,1.905306277984186e-05
54.0,51087.0,806471.0,665.276840477292,0.4,1,0,1,0,15.785918415283433,2,928.8545454545455,2554.35,3.9147370275401747e-05
27.0,157759.0,209340.0,576.5800315861738,0.02,1,1,0,0,1.3269523326572008,0,5634.25,12883.651666666667,1.2677404428217367e-05
50.0,105425.0,1122908.0,699.0,0.34,1,1,2,0,10.651148673002865,2,2067.156862745098,5798.374999999999,1.8970472459616605e-05
44.0,127086.0,977928.0,738.0,0.5,0,1,2,1,7.694949129336596,1,2824.133333333333,5295.25,0.0
42.0,79229.0,709523.0,525.0,0.44,1,1,0,1,8.955231604190333,1,1842.5348837209303,3697.353333333334,2.524264492433517e-05
60.0,91929.0,729466.0,781.0,0.1966829196854302,1,1,3,0,7.9350157728706625,2,1507.032786885246,6154.01132301984,2.1755447020047644e-05
24.0,88150.0,413008.0,846.202549804986,0.16,0,0,4,0,4.685233292872457,0,3526.0,6170.5,0.0
59.0,88197.0,555172.0,577.0,0.2243015798594868,1,0,0,0,6.294609855098755,2,1469.95,5701.189463427738,2.2675994058889557e-05
23.0,133075.0,796032.0,710.5684314749086,0.12,0,1,2,0,5.9817848447503685,0,5544.791666666667,9758.833333333334,0.0
24.0,98974.0,180079.0,512.9457254367397,0.32,1,0,0,0,1.8194392523364487,0,3958.96,5608.526666666666,2.0206918849013904e-05
49.0,32575.0,428763.0,554.0,0.15,0,1,0,0,13.161929027504911,2,651.5,2307.3958333333335,0.0
45.0,43855.0,718699.0,673.0379284633807,0.44,0,0,2,1,16.387700656694637,1,953.3695652173913,2046.5666666666668,0.0
35.0,108065.0,761759.0,781.0,0.09,0,0,3,0,7.049016341865157,1,3001.8055555555557,8194.929166666667,0.0
63.0,104248.0,565319.0,850.0,0.32,1,0,4,0,5.422776237661752,3,1628.875,5907.386666666666,1.918465227817746e-05
29.0,38027.0,907718.0,850.0,0.31,0,0,4,0,23.869727569159565,0,1267.5666666666666,2186.5525,0.0
39.0,89830.0,555194.0,808.0,0.23,0,0,4,0,6.180427691999421,1,2245.75,5764.091666666667,0.0
44.0,142793.0,1268548.0,491.0,0.45,1,1,0,1,8.8837626230794,1,3173.177777777778,6544.679166666668,1.4006092650302882e-05
22.0,139094.0,278880.0,757.2327247932693,0.2,0,0,3,0,2.0049606384125958,0,6047.565217391304,9272.933333333334,0.0
54.0,70571.0,80357.0,631.0,0.34,0,0,1,0,1.138652723459729,2,1283.1090909090908,3881.4049999999993,0.0
51.0,32478.0,964077.0,689.0,0.2129755454522515,1,1,2,0,29.683087533483175,2,624.5769230769231,2130.0816862334814,6.157635467980295e-05
32.0,140296.0,714911.0,741.0,0.35,0,0,3,0,5.095696985680378,1,4251.393939393939,7599.366666666668,0.0
31.0,61504.0,505939.0,624.516041709508,0.38,1,1,1,0,8.225981627509958,1,1922.0,3177.706666666667,3.2517152798100995e-05
21.0,95606.0,746995.0,849.5119403253461,0.1,1,1,4,0,7.813183135126089,0,4345.727272727273,7170.450000000001,2.091875156890637e-05
55.0,114500.0,348680.0,679.2492447983662,0.29,1,0,2,0,3.045213578920708,2,2044.642857142857,6774.583333333333,1.7466943808841768e-05
64.0,87014.0,150136.0,657.0,0.26,0,1,1,0,1.7254036660345917,3,1338.676923076923,5365.863333333334,0.0
58.0,111838.0,329017.0,560.0,0.61,1,0,0,1,2.9418807392769963,2,1895.5593220338983,3634.735,1.78826895565093e-05
54.0,60615.0,813310.0,797.0,0.43,0,1,3,1,13.41741454401478,2,1102.090909090909,2879.2125,0.0
52.0,129989.0,254094.0,576.0,0.0859268910690352,0,1,0,0,1.954719593814909,2,2452.622641509434,9901.620779735598,0.0
44.0,113492.0,404713.0,757.0,0.52,1,1,3,1,3.565973231829276,1,2522.0444444444443,4539.679999999999,1.762207693798791e-05
43.0,51220.0,585300.0,591.0,0.39,0,1,1,0,11.426953788485191,1,1164.090909090909,2603.6833333333334,0.0
54.0,88110.0,413920.0,820.0,0.32,1,1,4,0,4.697710842006106,2,1602.0,4992.9,2.2698383875068094e-05
53.0,94066.0,427563.0,850.0,0.47,0,0,4,1,4.545302816077902,2,1741.962962962963,4154.581666666667,0.0
21.0,116181.0,829122.0,805.7926256460149,0.08,1,1,4,0,7.136406672290028,0,5280.954545454545,8907.210000000001,1.7214222390539064e-05
44.0,40878.0,152460.0,850.0,0.08,1,0,4,0,3.729543286283911,1,908.4,3133.98,4.892367906066536e-05
21.0,35454.0,250111.0,756.0,0.17,1,0,3,0,7.054322380482302,0,1611.5454545454545,2452.235,5.640794223826715e-05
22.0,60347.0,164068.0,544.0,0.32,0,1,0,0,2.7186982170080203,0,2623.782608695652,3419.6633333333334,0.0
66.0,65083.0,500471.0,529.0,0.28,1,0,0,0,7.689616495605679,3,971.3880597014926,3904.9799999999996,3.0729046631328265e-05
27.0,95938.0,1076689.0,495.75701614683254,0.02,1,0,0,0,11.222641470100793,0,3426.3571428571427,7834.936666666667,2.0846362309776944e-05
25.0,91666.0,363360.0,637.6971155886562,0.16,1,0,1,0,3.9639128584986962,0,3525.6153846153848,6416.62,2.1817864467425928e-05
66.0,96589.0,922534.0,646.8078244910774,0.4,1,0,1,0,9.551030127342376,3,1441.6268656716418,4829.45,2.0705862865070243e-05
30.0,45943.0,744465.0,850.0,0.52,1,0,4,1,16.203748041093505,0,1482.032258064516,1837.72,4.353030797692894e-05
46.0,44026.0,825025.0,504.0,0.1,1,1,0,0,18.73906920753174,2,936.7234042553191,3301.9500000000003,4.5425638230217136e-05
49.0,143968.0,807311.0,832.0,0.31,1,0,4,0,5.607533566253847,2,2879.36,8278.16,1.3891783010349379e-05
27.0,113624.0,240193.0,711.1385070511785,0.37,0,0,2,0,2.113909790979098,0,4058.0,5965.259999999999,0.0
49.0,47055.0,324680.0,648.7620251709048,0.18,1,1,1,0,6.89986399183951,2,941.1,3215.4250000000006,4.250164693881888e-05
43.0,97430.0,552931.0,728.0,0.01,0,1,2,0,5.675103406513327,1,2214.318181818182,8037.974999999999,0.0
58.0,100056.0,99022.0,580.0,0.54,1,1,1,1,0.9896558961392007,2,1695.864406779661,3835.4799999999996,1.9988406724100023e-05
51.0,112010.0,584071.0,696.2951446892056,0.27,0,0,2,0,5.214407513547776,2,2154.0384615384614,6813.941666666667,0.0
34.0,81258.0,381124.0,525.0,0.43,0,1,0,1,4.690237389089209,1,2321.657142857143,3859.7550000000006,0.0
22.0,124860.0,1148001.0,670.7042075329974,0.41,1,0,2,1,9.194231985968397,0,5428.695652173913,6138.950000000001,1.6017683522608962e-05
38.0,137192.0,91571.0,651.0,0.27,0,0,1,0,0.6674611678438405,1,3517.74358974359,8345.846666666666,0.0
56.0,37822.0,290992.0,790.0,0.52,1,1,3,1,7.693519815984983,2,663.5438596491229,1512.8799999999999,5.287648054145516e-05
45.0,33465.0,834502.0,827.0,0.17,0,0,4,0,24.935815454491124,1,727.5,2314.6625,0.0
48.0,94172.0,620385.0,751.0,0.37,1,1,3,0,6.587716224395527,2,1921.8775510204082,4944.03,2.123728417609956e-05
41.0,56207.0,746342.0,784.0,0.33,1,0,3,0,13.278216623968119,1,1338.2619047619048,3138.2241666666664,3.558149050863741e-05
50.0,66617.0,551152.0,831.0,0.18,0,0,4,0,8.273319523251974,2,1306.2156862745098,4552.161666666667,0.0
39.0,51820.0,618384.0,585.0,0.24,1,1,1,0,11.933077323864843,1,1295.5,3281.933333333333,3.859364748562387e-05
27.0,33743.0,397099.0,599.0,0.45,1,1,1,1,11.767988383119961,0,1205.107142857143,1546.5541666666668,5.926803970958661e-05
66.0,32305.0,630904.0,777.0,0.36,1,0,3,0,19.529003900204298,3,482.1641791044776,1722.9333333333334,6.190608846380041e-05
59.0,136967.0,618151.0,692.0,0.36,1,0,2,0,4.513105250861515,2,2282.7833333333333,7304.906666666667,1.4601844212924093e-05
45.0,55021.0,516777.0,565.0,0.33,0,1,0,0,9.392188579113808,1,1196.108695652174,3072.005833333333,0.0
19.0,26733.0,339889.0,661.5820895596969,0.37,1,1,1,0,12.71373531832124,0,1336.65,1403.4825,7.480830372171311e-05
63.0,106199.0,669006.0,732.0,0.32,0,0,2,0,6.299491525423729,3,1659.359375,6017.943333333333,0.0
63.0,45876.0,612847.0,659.6124619174874,0.46,0,0,1,1,13.35848028423829,3,716.8125,2064.42,0.0
40.0,32087.0,459577.0,628.890920161935,0.08,1,0,1,0,14.322394664672151,1,782.609756097561,2460.0033333333336,6.232665399358036e-05
48.0,115437.0,505587.0,723.0,0.6,1,1,2,1,4.379727646009113,2,2355.8571428571427,3847.9,1.7325167404430044e-05
46.0,92715.0,544090.0,729.0,0.04,1,1,2,0,5.86835066223737,2,1972.659574468085,7417.2,2.1571017181315185e-05
40.0,69509.0,751445.0,789.0,0.39,1,0,3,0,10.810602790965328,1,1695.341463414634,3533.3741666666665,2.8772424508351196e-05
22.0,108639.0,535930.0,572.332187975148,0.22,0,0,0,0,4.933081737849779,0,4723.434782608696,7061.535,0.0
62.0,78764.0,1199122.0,738.0,0.32,1,1,2,0,15.224046213419665,3,1250.2222222222222,4463.293333333333,2.5391666455069447e-05
50.0,167251.0,918374.0,627.3062261075906,0.44,1,0,1,1,5.490959749360247,2,3279.4313725490197,7805.046666666668,1.1957931995240742e-05
21.0,28946.0,371739.0,754.0,0.5,1,1,3,1,12.842056171624003,0,1315.7272727272727,1206.0833333333333,6.90894016857814e-05
65.0,87160.0,521386.0,850.0,0.27,1,1,4,0,5.981872626518741,3,1320.6060606060605,5302.233333333333,2.2945779123930152e-05
46.0,109262.0,494253.0,477.0,0.1,1,1,0,0,4.523516652480712,2,2324.723404255319,8194.65,1.8304290525699224e-05
34.0,103119.0,888467.0,691.0,0.17,1,0,2,0,8.615855314197052,1,2946.2571428571428,7132.397499999999,1.939469167288913e-05
42.0,120931.0,406455.0,828.0,0.22,1,0,4,0,3.3610210696920584,1,2812.3488372093025,7860.515,1.6538083070791263e-05
68.0,94980.0,597761.0,801.0,0.34,1,1,4,0,6.293479748581295,3,1376.5217391304348,5223.9,2.1056621254553494e-05
55.0,120199.0,799426.0,549.0,0.36,0,0,0,0,6.650798668885192,2,2146.410714285714,6410.613333333334,0.0
51.0,32386.0,385673.0,549.0,0.25,1,1,0,0,11.908265662148393,2,622.8076923076923,2024.125,6.175126590095097e-05
58.0,104488.0,562053.0,651.0211670997772,0.0,0,1,1,0,5.3790638249002285,2,1770.9830508474577,8707.333333333334,0.0
22.0,82221.0,856459.0,541.4035429765551,0.39,0,0,0,0,10.416421395733503,0,3574.8260869565215,4179.5675,0.0
45.0,69429.0,476127.0,664.9490418731637,0.21,0,1,1,0,6.857655192279994,1,1509.3260869565217,4570.7425,0.0
42.0,120509.0,491239.0,489.0,0.39,1,0,0,0,4.076333914197992,1,2802.5348837209303,6125.874166666667,1.6595995386313284e-05
42.0,45454.0,599757.0,850.0,0.47,0,1,4,1,13.194522054779453,1,1057.0697674418604,2007.551666666667,0.0
